is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
1.0,1.0,3.04,24.0,1.07,0.0,38.0,7.0,0.0,0.0
1.0,0.0,2.16,11.0,0.0,0.0,26.1,0.8,0.0,1.0
1.0,0.0,0.91,30.0,,0.0,34.0,2.6,0.0,1.0
1.0,1.0,3.04,12.0,1.01,0.0,107.3,10.1,0.0,0.0
1.0,0.0,3.04,12.0,0.9,0.0,104.5,7.6,0.0,0.0
1.0,0.0,3.04,12.0,0.9,0.0,11.2,2.0,0.0,0.0
1.0,0.0,2.1,11.0,0.0,0.0,20.1,0.8,0.0,1.0
1.0,1.0,3.04,10.0,1.41,2.0,52.9,9.7,0.0,0.0
1.0,1.0,3.04,12.0,0.9,0.0,52.5,2.3,0.0,0.0
1.0,1.0,3.04,30.0,0.9,0.0,185.6,7.1,0.0,0.0
1.0,1.0,3.04,12.0,0.9,0.0,73.4,3.0,0.0,0.0
1.0,0.0,3.04,12.0,0.9,0.0,53.0,6.4,0.0,0.0
1.0,0.0,3.63,19.0,0.3,0.0,54.9,3.9,0.0,1.0
1.0,1.0,3.43,52.0,0.96,0.0,156.2,13.5,0.0,1.0
1.0,0.0,3.04,12.0,1.09,0.0,99.6,6.6,0.0,0.0
1.0,1.0,3.04,24.0,0.88,0.0,76.2,6.1,0.0,0.0
1.0,1.0,3.04,28.0,1.09,0.0,65.9,6.2,0.0,0.0
1.0,0.0,0.79,26.0,0.0,0.0,26.9,1.4,0.0,1.0
1.0,0.0,2.35,19.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,3.73,28.0,,0.0,75.3,13.7,0.0,1.0
1.0,1.0,3.04,36.0,1.13,3.0,51.9,2.9,0.0,0.0
1.0,1.0,3.04,12.0,1.15,0.0,131.9,11.9,0.0,0.0
1.0,0.0,3.04,12.0,0.9,0.0,14.5,1.4,0.0,0.0
1.0,0.0,3.04,20.0,1.63,1.0,104.8,9.8,0.0,0.0
1.0,0.0,1.56,25.0,0.0,0.0,128.1,13.5,0.0,1.0
1.0,0.0,3.04,19.0,1.8,0.0,103.0,12.4,0.0,0.0
1.0,1.0,3.04,12.0,0.92,0.0,27.4,1.3,0.0,0.0
1.0,0.0,3.04,12.0,0.91,0.0,63.1,3.0,0.0,0.0
1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,3.04,12.0,0.9,0.0,184.9,15.5,0.0,0.0
1.0,0.0,0.55,13.0,0.0,1.0,1.8,0.1,0.0,1.0
1.0,1.0,3.04,24.0,0.89,0.0,153.9,8.4,0.0,0.0
1.0,0.0,3.04,12.0,0.9,0.0,10.7,0.7,0.0,0.0
1.0,0.0,3.04,12.0,0.91,0.0,38.7,9.3,0.0,0.0
1.0,0.0,3.04,20.0,0.91,1.0,122.0,21.8,0.0,0.0
1.0,0.0,3.04,12.0,0.91,0.0,30.2,1.1,0.0,0.0
1.0,0.0,3.04,30.0,0.9,2.0,62.7,7.4,0.0,0.0
1.0,0.0,3.04,15.0,0.9,0.0,26.6,2.5,0.0,0.0
1.0,0.0,2.96,22.0,,2.0,14.2,0.8,0.0,1.0
1.0,0.0,1.76,38.0,0.0,0.0,59.9,4.6,0.0,1.0
1.0,0.0,3.04,30.0,0.72,0.0,155.2,15.2,0.0,0.0
1.0,0.0,3.04,12.0,0.9,0.0,45.6,9.2,0.0,0.0
1.0,0.0,3.04,12.0,0.9,0.0,73.0,3.9,0.0,0.0
1.0,1.0,3.04,24.0,1.88,0.0,50.3,89.7,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,5.9,0.2,0.0,1.0
1.0,0.0,1.4,30.0,0.0,0.0,46.2,3.7,0.0,1.0
1.0,0.0,2.74,33.0,,0.0,104.2,7.5,0.0,1.0
1.0,1.0,3.04,28.0,0.9,2.0,181.6,18.8,0.0,0.0
1.0,1.0,3.04,24.0,0.89,0.0,159.0,7.4,0.0,0.0
1.0,0.0,3.04,37.0,0.9,0.0,97.0,30.2,0.0,0.0
1.0,0.0,3.04,12.0,0.89,0.0,16.0,1.5,0.0,0.0
1.0,0.0,3.04,12.0,0.9,0.0,49.0,2.8,0.0,0.0
1.0,0.0,2.01,13.0,,0.0,108.5,13.0,0.0,1.0
1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2.99,12.0,0.0,0.0,40.6,4.4,0.0,1.0
1.0,0.0,3.75,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,3.04,12.0,0.9,0.0,51.2,1.5,0.0,0.0
1.0,1.0,3.04,21.0,1.87,0.0,35.0,2.2,0.0,0.0
1.0,0.0,1.72,30.0,0.0,1.0,79.0,44.2,0.0,1.0
1.0,0.0,0.71,32.0,,3.0,17.4,0.9,0.0,1.0
1.0,0.0,0.43,12.0,0.0,0.0,2.4,0.2,0.0,1.0
1.0,1.0,3.04,12.0,0.9,1.0,68.8,6.6,0.0,0.0
1.0,0.0,3.04,12.0,0.9,1.0,154.2,8.5,0.0,0.0
1.0,1.0,3.04,24.0,0.85,2.0,63.8,6.8,0.0,0.0
1.0,1.0,3.04,22.0,0.9,0.0,13.3,1.2,0.0,0.0
1.0,0.0,3.04,30.0,0.9,0.0,27.5,0.9,0.0,0.0
1.0,1.0,3.04,24.0,0.83,0.0,88.8,5.8,0.0,0.0
1.0,0.0,3.04,12.0,0.9,1.0,31.0,2.3,0.0,0.0
1.0,0.0,2.95,12.0,0.0,0.0,27.9,1.8,0.0,1.0
1.0,0.0,2.73,24.0,,0.0,34.0,7.1,0.0,1.0
1.0,1.0,3.65,15.0,1.24,0.0,23.7,41.9,0.0,1.0
1.0,0.0,0.01,0.0,0.0,0.0,1.9,0.1,0.0,1.0
1.0,0.0,1.96,13.0,0.0,0.0,14.3,1.5,0.0,1.0
1.0,0.0,3.04,12.0,0.9,0.0,56.4,1.9,0.0,0.0
1.0,0.0,1.73,30.0,0.0,0.0,152.9,9.8,0.0,1.0
1.0,0.0,3.04,12.0,0.91,0.0,14.9,1.3,0.0,0.0
1.0,1.0,3.04,10.0,1.27,0.0,63.8,5.5,0.0,0.0
1.0,0.0,3.04,20.0,0.91,0.0,72.5,6.1,0.0,0.0
1.0,0.0,3.04,12.0,0.9,0.0,178.8,7.3,0.0,0.0
1.0,0.0,0.42,14.0,0.0,0.0,116.1,10.1,0.0,1.0
1.0,0.0,0.09,8.0,0.0,0.0,3.6,0.5,0.0,1.0
0.0,0.0,0.62,26.0,0.0,1.0,14.4,0.8,0.0,1.0
1.0,0.0,3.04,12.0,0.91,0.0,2.7,0.5,0.0,0.0
1.0,0.0,0.59,7.0,0.0,0.0,4.1,0.6,0.0,1.0
1.0,1.0,3.04,24.0,0.88,2.0,170.7,5.5,0.0,0.0
1.0,0.0,3.04,22.0,0.88,0.0,46.4,6.8,0.0,0.0
1.0,0.0,3.9,12.0,0.04,0.0,44.0,6.6,0.0,1.0
1.0,0.0,3.28,11.0,0.66,0.0,39.1,2.5,0.0,1.0
1.0,0.0,3.04,22.0,0.85,0.0,48.6,2.0,0.0,0.0
1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,26.0,,1.0,0.5,0.0,0.0,1.0
1.0,1.0,3.04,24.0,0.9,0.0,62.3,3.0,0.0,0.0
1.0,0.0,0.47,22.0,0.0,0.0,60.1,8.3,0.0,1.0
1.0,1.0,3.04,24.0,1.07,0.0,25.8,2.2,0.0,0.0
1.0,0.0,1.15,18.0,0.0,1.0,114.4,7.9,0.0,1.0
0.0,0.0,1.32,27.0,,0.0,88.1,2.9,0.0,1.0
1.0,0.0,3.04,12.0,0.9,0.0,16.8,1.0,0.0,0.0
1.0,0.0,3.04,12.0,0.91,0.0,37.9,2.7,0.0,0.0
1.0,0.0,1.99,13.0,,0.0,84.7,4.2,0.0,1.0
1.0,1.0,3.04,28.0,0.01,0.0,64.4,5.4,0.0,0.0
1.0,0.0,3.04,12.0,0.9,0.0,13.2,3.9,0.0,0.0
0.0,0.0,0.35,22.0,,0.0,7.9,0.7,0.0,1.0
1.0,0.0,2.01,13.0,,0.0,1.2,0.0,0.0,1.0
0.0,0.0,1.74,33.0,,0.0,25.0,2.1,0.0,1.0
1.0,1.0,3.04,10.0,1.29,2.0,93.0,8.5,0.0,0.0
1.0,0.0,3.04,12.0,1.07,0.0,27.8,5.0,0.0,0.0
1.0,1.0,2.99,20.0,0.0,0.0,86.5,3.5,0.0,1.0
1.0,0.0,1.16,12.0,0.0,0.0,1.5,0.4,0.0,1.0
1.0,1.0,3.04,24.0,0.9,0.0,26.1,1.0,0.0,0.0
1.0,1.0,3.04,18.0,1.9,1.0,95.2,7.9,0.0,0.0
1.0,0.0,2.09,11.0,1.36,0.0,84.3,6.1,0.0,1.0
1.0,0.0,2.95,12.0,0.0,0.0,28.2,4.5,0.0,1.0
1.0,0.0,3.03,12.0,0.9,0.0,39.7,4.6,0.0,0.0
1.0,0.0,0.65,22.0,0.0,0.0,44.8,4.7,0.0,1.0
1.0,0.0,3.03,12.0,0.9,0.0,28.5,5.9,0.0,0.0
1.0,0.0,1.79,13.0,0.0,0.0,35.7,2.9,0.0,1.0
1.0,0.0,2.75,24.0,,0.0,43.6,6.9,0.0,1.0
1.0,0.0,3.03,12.0,0.91,0.0,47.4,8.3,0.0,0.0
1.0,0.0,3.03,19.0,1.9,0.0,81.8,2.6,0.0,0.0
1.0,0.0,3.03,12.0,0.9,0.0,97.9,9.0,0.0,0.0
1.0,0.0,3.03,12.0,0.91,0.0,35.9,2.0,0.0,0.0
1.0,0.0,3.03,12.0,0.9,1.0,21.3,1.2,0.0,0.0
1.0,0.0,3.03,12.0,0.9,0.0,98.0,5.2,0.0,0.0
1.0,0.0,1.02,13.0,0.0,1.0,13.0,0.5,0.0,1.0
1.0,0.0,0.69,9.0,0.0,0.0,13.8,1.2,0.0,1.0
0.0,0.0,0.69,69.0,,0.0,24.5,3.3,0.0,1.0
1.0,0.0,1.58,13.0,0.0,0.0,30.2,1.8,0.0,1.0
1.0,0.0,3.03,22.0,0.92,0.0,156.1,6.4,0.0,0.0
1.0,0.0,2.42,28.0,,1.0,76.9,3.6,0.0,1.0
1.0,0.0,1.3,66.0,,0.0,34.9,5.5,0.0,1.0
1.0,0.0,0.97,30.0,0.0,1.0,76.5,4.7,0.0,1.0
1.0,0.0,3.03,12.0,0.9,0.0,14.6,1.3,0.0,0.0
1.0,1.0,3.03,10.0,1.34,0.0,59.7,5.9,0.0,0.0
1.0,0.0,3.03,28.0,,1.0,58.5,8.0,0.0,0.0
1.0,0.0,2.03,11.0,,0.0,6.8,0.4,0.0,1.0
1.0,0.0,3.03,30.0,0.89,0.0,133.4,12.0,0.0,0.0
1.0,0.0,1.55,13.0,0.0,0.0,5.3,0.7,0.0,1.0
1.0,0.0,3.03,12.0,0.9,0.0,53.0,5.3,0.0,0.0
1.0,0.0,1.98,13.0,,0.0,48.2,2.4,0.0,1.0
1.0,0.0,3.03,12.0,0.9,1.0,18.8,0.8,0.0,0.0
1.0,0.0,3.03,12.0,0.91,1.0,28.9,1.1,0.0,0.0
1.0,0.0,3.03,12.0,0.91,0.0,113.1,31.2,0.0,0.0
1.0,0.0,3.17,12.0,0.0,0.0,11.9,10.1,0.0,1.0
1.0,0.0,3.03,12.0,0.91,1.0,66.7,2.8,0.0,0.0
1.0,0.0,3.03,12.0,0.91,0.0,104.8,10.4,0.0,0.0
1.0,0.0,1.9,10.0,0.0,0.0,22.3,1.7,0.0,1.0
1.0,1.0,3.03,21.0,1.88,0.0,51.4,2.3,0.0,0.0
1.0,0.0,3.03,12.0,0.91,0.0,61.8,2.9,0.0,0.0
1.0,0.0,0.34,19.0,,0.0,29.3,8.9,0.0,1.0
1.0,1.0,3.03,19.0,1.88,1.0,128.8,4.1,0.0,0.0
1.0,0.0,0.84,15.0,0.0,0.0,27.2,2.6,0.0,1.0
1.0,1.0,3.03,13.0,1.22,0.0,44.4,4.0,0.0,0.0
1.0,0.0,3.03,12.0,0.9,0.0,76.3,4.2,0.0,0.0
1.0,0.0,0.54,11.0,0.0,0.0,9.6,0.6,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,3.03,12.0,0.91,0.0,58.8,4.7,0.0,0.0
1.0,0.0,3.03,12.0,0.95,0.0,59.1,6.3,0.0,0.0
0.0,0.0,1.0,26.0,,0.0,44.6,11.1,0.0,1.0
1.0,0.0,3.03,12.0,0.92,0.0,46.3,2.1,0.0,0.0
1.0,0.0,3.03,12.0,0.93,0.0,38.7,3.6,0.0,0.0
1.0,0.0,0.79,26.0,0.0,1.0,39.6,2.8,0.0,1.0
1.0,1.0,3.03,24.0,0.95,0.0,183.2,13.0,0.0,0.0
1.0,1.0,3.03,12.0,0.91,0.0,2.2,0.1,0.0,0.0
1.0,0.0,3.03,20.0,0.91,2.0,27.5,4.6,0.0,0.0
1.0,0.0,1.07,13.0,0.0,0.0,17.2,1.0,0.0,1.0
1.0,0.0,3.03,12.0,0.91,0.0,100.1,6.2,0.0,0.0
1.0,0.0,1.67,8.0,0.0,0.0,22.0,1.2,0.0,1.0
1.0,0.0,2.28,11.0,0.0,0.0,54.3,3.3,0.0,1.0
1.0,0.0,3.03,12.0,0.9,0.0,189.7,12.7,0.0,0.0
1.0,1.0,3.03,79.0,1.08,0.0,244.5,20.4,0.0,0.0
1.0,0.0,2.81,12.0,0.0,0.0,27.3,1.1,0.0,1.0
1.0,0.0,3.03,12.0,0.91,0.0,38.5,2.8,0.0,0.0
1.0,1.0,3.03,24.0,0.91,0.0,89.8,4.9,0.0,0.0
1.0,0.0,1.63,30.0,0.0,0.0,6.8,0.3,0.0,1.0
1.0,0.0,1.7,40.0,,0.0,72.0,3.3,0.0,1.0
1.0,0.0,1.97,13.0,0.0,0.0,113.0,7.3,0.0,1.0
1.0,1.0,3.03,22.0,0.88,0.0,68.0,6.0,0.0,0.0
1.0,0.0,0.83,14.0,0.0,0.0,58.9,5.0,0.0,1.0
1.0,0.0,3.03,12.0,0.91,1.0,63.5,18.6,0.0,0.0
1.0,0.0,3.03,12.0,0.91,0.0,37.6,1.3,0.0,0.0
1.0,0.0,1.33,12.0,0.0,0.0,22.1,1.0,0.0,1.0
0.0,0.0,0.99,26.0,0.0,0.0,37.3,7.9,0.0,1.0
1.0,0.0,0.49,24.0,0.0,0.0,11.4,0.9,0.0,1.0
1.0,0.0,3.03,12.0,1.01,0.0,15.0,0.8,0.0,0.0
1.0,0.0,0.45,13.0,0.0,0.0,21.0,2.9,0.0,1.0
1.0,0.0,3.53,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.78,13.0,0.0,0.0,7.7,0.6,0.0,1.0
1.0,1.0,3.03,17.0,1.72,0.0,89.0,4.5,0.0,0.0
1.0,0.0,3.03,12.0,0.92,0.0,130.2,7.2,0.0,0.0
0.0,0.0,0.66,17.0,,0.0,18.7,1.2,0.0,1.0
1.0,0.0,2.7,12.0,0.0,0.0,58.4,3.5,0.0,1.0
1.0,0.0,0.67,23.0,0.0,3.0,25.8,2.1,0.0,1.0
1.0,0.0,3.03,28.0,,0.0,54.1,3.0,0.0,0.0
1.0,0.0,3.03,12.0,0.91,0.0,25.2,9.5,0.0,0.0
1.0,0.0,3.03,22.0,0.93,0.0,34.5,4.8,0.0,0.0
1.0,0.0,2.89,9.0,0.0,0.0,139.0,10.6,0.0,1.0
1.0,0.0,3.03,21.0,0.11,0.0,39.3,3.1,0.0,0.0
1.0,0.0,3.03,12.0,0.92,1.0,112.6,18.2,0.0,0.0
1.0,1.0,3.84,21.0,1.01,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.76,13.0,0.0,2.0,27.2,2.1,0.0,1.0
0.0,0.0,2.83,33.0,,0.0,24.0,4.7,0.0,1.0
1.0,0.0,3.03,12.0,0.91,0.0,48.4,2.8,0.0,0.0
1.0,0.0,3.03,12.0,0.91,0.0,3.9,0.3,0.0,0.0
1.0,0.0,3.03,12.0,0.91,0.0,118.7,10.9,0.0,0.0
1.0,0.0,3.03,12.0,0.94,0.0,30.0,1.6,0.0,0.0
1.0,0.0,3.03,12.0,1.08,1.0,46.1,3.7,0.0,0.0
1.0,0.0,3.03,12.0,0.91,3.0,5.5,0.7,0.0,0.0
1.0,0.0,3.03,12.0,0.91,1.0,118.9,4.3,0.0,0.0
1.0,0.0,3.03,12.0,0.92,0.0,8.0,0.7,0.0,0.0
1.0,0.0,3.03,12.0,0.91,0.0,34.3,1.8,0.0,0.0
1.0,0.0,3.03,12.0,0.91,0.0,63.6,7.7,0.0,0.0
1.0,0.0,1.98,22.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.21,13.0,0.0,0.0,26.2,0.7,0.0,1.0
1.0,0.0,0.44,13.0,0.0,0.0,3.9,0.2,0.0,1.0
1.0,0.0,3.73,12.0,0.2,0.0,114.7,5.5,0.0,1.0
1.0,0.0,3.02,12.0,0.91,0.0,5.8,2.6,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,3.02,12.0,0.92,0.0,47.4,8.8,0.0,0.0
1.0,0.0,3.02,12.0,0.91,0.0,100.7,6.4,0.0,0.0
1.0,0.0,3.0,28.0,,0.0,32.3,0.9,0.0,1.0
1.0,0.0,1.0,17.0,0.0,1.0,54.2,19.6,0.0,1.0
1.0,0.0,2.42,11.0,,0.0,129.3,13.6,0.0,1.0
1.0,0.0,2.76,22.0,0.0,0.0,29.5,5.6,0.0,1.0
1.0,1.0,3.15,12.0,0.0,1.0,49.9,3.6,0.0,1.0
1.0,0.0,1.97,13.0,0.0,0.0,15.5,0.9,0.0,1.0
1.0,0.0,0.45,13.0,0.0,0.0,13.5,0.5,0.0,1.0
1.0,0.0,3.02,12.0,0.91,0.0,15.8,0.6,0.0,0.0
0.0,0.0,3.02,25.0,,0.0,46.4,0.7,0.0,0.0
1.0,1.0,0.37,22.0,,1.0,9.0,0.5,0.0,1.0
1.0,0.0,3.02,12.0,0.91,0.0,6.8,0.4,0.0,0.0
1.0,0.0,3.02,20.0,0.91,0.0,25.6,1.4,0.0,0.0
1.0,0.0,0.66,9.0,0.0,0.0,8.0,1.4,0.0,1.0
1.0,0.0,3.02,12.0,0.91,0.0,4.3,0.3,0.0,0.0
1.0,0.0,1.98,13.0,,0.0,67.4,10.5,0.0,1.0
1.0,0.0,3.02,12.0,0.91,0.0,48.5,3.9,0.0,0.0
1.0,0.0,2.75,15.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,2.58,21.0,0.0,0.0,48.3,3.4,0.0,1.0
1.0,0.0,3.02,9.0,0.92,0.0,3.8,0.6,0.0,0.0
1.0,0.0,3.02,12.0,0.94,0.0,82.9,9.1,0.0,0.0
1.0,0.0,3.02,12.0,0.92,1.0,32.3,4.4,0.0,0.0
1.0,0.0,3.02,12.0,0.92,0.0,106.5,7.8,0.0,0.0
1.0,0.0,3.02,12.0,0.92,0.0,55.9,3.8,0.0,0.0
1.0,0.0,3.02,12.0,0.92,1.0,17.8,1.7,0.0,0.0
1.0,0.0,1.33,12.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,3.02,20.0,0.94,0.0,38.6,1.2,0.0,0.0
0.0,0.0,0.99,26.0,,0.0,36.7,1.3,0.0,1.0
0.0,0.0,3.02,66.0,0.27,3.0,109.1,16.0,0.0,0.0
1.0,1.0,0.91,22.0,0.0,0.0,26.8,1.6,0.0,1.0
1.0,1.0,3.02,16.0,1.49,1.0,50.0,4.9,0.0,0.0
1.0,0.0,3.02,12.0,1.07,0.0,41.7,3.4,0.0,0.0
0.0,0.0,0.83,28.0,,0.0,52.0,14.6,0.0,1.0
1.0,0.0,3.02,20.0,0.92,0.0,21.1,0.6,0.0,0.0
1.0,0.0,3.02,12.0,0.93,0.0,19.1,5.7,0.0,0.0
1.0,0.0,1.07,62.0,0.0,0.0,180.5,13.3,0.0,1.0
1.0,0.0,1.48,30.0,,0.0,17.3,0.4,0.0,1.0
1.0,0.0,2.3,32.0,0.0,0.0,10.6,1.9,0.0,1.0
1.0,0.0,1.97,46.0,0.0,3.0,18.5,1.7,0.0,1.0
1.0,0.0,3.02,12.0,0.92,0.0,105.8,7.6,0.0,0.0
1.0,0.0,1.96,13.0,0.0,0.0,23.5,2.8,0.0,1.0
1.0,0.0,0.15,16.0,0.0,3.0,8.6,0.5,0.0,1.0
1.0,0.0,3.02,12.0,0.92,0.0,10.7,0.9,0.0,0.0
1.0,0.0,3.63,12.0,0.3,0.0,111.8,11.4,0.0,1.0
1.0,0.0,1.0,12.0,0.0,0.0,44.0,4.8,0.0,1.0
1.0,0.0,3.02,12.0,0.92,5.0,38.6,4.4,0.0,0.0
1.0,1.0,3.02,21.0,0.36,0.0,112.5,11.8,0.0,0.0
1.0,0.0,3.02,12.0,0.93,0.0,65.0,4.1,0.0,0.0
1.0,0.0,3.02,12.0,0.92,0.0,85.0,4.8,0.0,0.0
0.0,0.0,0.91,19.0,0.0,0.0,49.6,2.7,0.0,1.0
1.0,0.0,2.12,13.0,,0.0,85.7,9.9,0.0,1.0
1.0,0.0,3.02,12.0,0.92,0.0,109.5,10.5,0.0,0.0
1.0,0.0,3.02,20.0,0.92,0.0,45.8,10.7,0.0,0.0
1.0,0.0,3.02,22.0,0.92,0.0,131.2,10.3,0.0,0.0
1.0,0.0,1.91,10.0,0.0,0.0,17.3,1.1,0.0,1.0
1.0,0.0,3.02,21.0,0.24,0.0,84.9,6.6,0.0,0.0
1.0,0.0,3.02,20.0,0.92,0.0,56.4,1.6,0.0,0.0
1.0,0.0,3.02,12.0,0.92,0.0,29.3,2.3,0.0,0.0
1.0,0.0,3.02,10.0,0.92,0.0,84.6,8.6,0.0,0.0
1.0,0.0,1.98,13.0,,0.0,40.6,3.3,0.0,1.0
1.0,1.0,3.02,15.0,1.13,0.0,70.0,6.8,0.0,0.0
1.0,0.0,2.16,8.0,,0.0,14.1,1.0,0.0,1.0
1.0,0.0,2.08,11.0,0.0,0.0,55.0,2.5,0.0,1.0
1.0,0.0,1.49,10.0,0.0,0.0,48.6,3.5,0.0,1.0
1.0,0.0,3.02,20.0,0.92,0.0,19.8,1.0,0.0,0.0
1.0,0.0,3.82,12.0,0.12,0.0,27.7,0.6,0.0,1.0
0.0,0.0,2.56,41.0,,0.0,168.5,20.6,0.0,1.0
1.0,0.0,2.33,22.0,0.0,0.0,84.9,4.3,0.0,1.0
1.0,1.0,3.02,17.0,0.11,0.0,49.2,3.6,0.0,0.0
1.0,0.0,3.02,22.0,0.93,0.0,152.4,17.6,0.0,0.0
1.0,0.0,2.01,21.0,0.0,0.0,34.9,5.7,0.0,1.0
1.0,0.0,0.72,18.0,0.0,0.0,55.6,2.7,0.0,1.0
1.0,0.0,3.02,12.0,0.92,0.0,49.8,2.3,0.0,0.0
1.0,0.0,3.02,24.0,,0.0,131.9,8.0,0.0,0.0
1.0,0.0,3.02,12.0,0.92,0.0,50.2,3.7,0.0,0.0
1.0,0.0,2.07,19.0,,0.0,22.8,0.4,0.0,1.0
1.0,0.0,3.02,12.0,0.92,0.0,14.4,0.9,0.0,0.0
1.0,0.0,3.02,12.0,0.92,0.0,18.2,1.5,0.0,0.0
1.0,1.0,2.96,22.0,0.0,0.0,18.3,0.7,0.0,1.0
1.0,0.0,1.1,13.0,0.0,0.0,62.0,6.5,0.0,1.0
1.0,0.0,2.14,13.0,0.0,0.0,6.1,1.3,0.0,1.0
1.0,0.0,2.63,22.0,,0.0,18.3,1.6,0.0,1.0
1.0,0.0,3.61,0.0,,0.0,0.5,0.0,0.0,1.0
1.0,1.0,3.02,10.0,1.24,0.0,47.7,2.4,0.0,0.0
1.0,0.0,1.1,32.0,,0.0,88.1,4.1,0.0,1.0
1.0,0.0,3.02,20.0,1.73,0.0,16.9,1.9,0.0,0.0
1.0,1.0,3.02,12.0,0.92,0.0,69.4,7.5,0.0,0.0
1.0,0.0,3.02,21.0,0.57,3.0,134.3,5.8,0.0,0.0
0.0,0.0,1.07,18.0,,0.0,69.0,10.0,0.0,1.0
1.0,0.0,3.02,12.0,1.18,0.0,8.2,0.7,0.0,0.0
1.0,0.0,3.02,20.0,0.92,0.0,62.5,1.5,0.0,0.0
1.0,1.0,3.02,12.0,0.92,0.0,77.0,24.5,0.0,0.0
1.0,0.0,3.02,20.0,0.92,0.0,86.6,3.4,0.0,0.0
1.0,0.0,3.02,20.0,0.88,0.0,208.3,12.5,0.0,0.0
1.0,0.0,3.02,20.0,0.92,0.0,113.3,8.2,0.0,0.0
1.0,1.0,3.02,18.0,1.9,1.0,48.9,3.4,0.0,0.0
1.0,0.0,3.02,12.0,0.92,3.0,52.3,4.0,0.0,0.0
1.0,0.0,0.48,10.0,0.0,0.0,18.0,0.7,0.0,1.0
1.0,1.0,3.11,56.0,,0.0,78.7,4.0,0.0,1.0
1.0,0.0,3.02,12.0,0.92,0.0,40.6,4.4,0.0,0.0
1.0,0.0,2.86,12.0,0.0,0.0,151.9,11.6,0.0,1.0
0.0,0.0,0.67,20.0,,0.0,5.8,0.1,0.0,1.0
1.0,0.0,1.98,25.0,,0.0,106.2,21.7,0.0,1.0
1.0,0.0,3.02,22.0,0.95,0.0,56.9,10.3,0.0,0.0
1.0,1.0,3.02,23.0,1.96,0.0,28.2,4.7,0.0,0.0
1.0,0.0,2.75,12.0,0.0,0.0,16.3,1.4,0.0,1.0
1.0,0.0,3.02,12.0,0.92,0.0,20.5,1.7,0.0,0.0
1.0,1.0,3.02,40.0,1.17,1.0,167.8,11.3,0.0,0.0
1.0,0.0,0.87,24.0,0.0,0.0,116.5,24.7,0.0,1.0
1.0,0.0,1.01,40.0,0.0,0.0,68.1,21.3,0.0,1.0
1.0,1.0,3.01,24.0,1.12,0.0,141.4,7.4,0.0,0.0
1.0,0.0,1.18,13.0,0.0,0.0,5.3,0.3,0.0,1.0
1.0,0.0,3.01,8.0,0.93,1.0,32.6,11.4,0.0,0.0
1.0,1.0,3.01,23.0,,0.0,12.1,0.6,0.0,0.0
1.0,0.0,3.01,22.0,0.93,0.0,38.0,4.0,0.0,0.0
1.0,1.0,3.01,21.0,1.88,0.0,41.6,2.2,0.0,0.0
1.0,0.0,1.02,24.0,0.0,0.0,45.7,1.2,0.0,1.0
1.0,0.0,3.01,20.0,0.93,0.0,38.3,12.0,0.0,0.0
1.0,0.0,0.99,26.0,0.0,0.0,13.6,0.6,0.0,1.0
1.0,1.0,3.01,17.0,1.9,0.0,29.9,2.5,0.0,0.0
1.0,0.0,0.18,27.0,0.0,0.0,38.5,3.5,0.0,1.0
1.0,0.0,0.93,13.0,0.0,0.0,6.7,0.4,0.0,1.0
1.0,0.0,3.01,12.0,0.93,0.0,8.5,1.6,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0
1.0,0.0,3.01,12.0,0.92,0.0,69.3,6.0,0.0,0.0
1.0,0.0,0.8,9.0,0.0,0.0,6.1,0.3,0.0,1.0
1.0,0.0,3.01,12.0,0.93,0.0,112.3,13.3,0.0,0.0
1.0,0.0,3.01,12.0,0.92,0.0,70.5,6.0,0.0,0.0
1.0,0.0,3.01,12.0,0.92,0.0,3.3,0.3,0.0,0.0
1.0,0.0,3.01,22.0,0.93,0.0,118.4,7.1,0.0,0.0
1.0,0.0,0.23,0.0,0.0,0.0,18.3,0.5,0.0,1.0
1.0,0.0,1.15,20.0,0.0,0.0,22.4,1.9,0.0,1.0
1.0,0.0,3.01,12.0,0.92,0.0,41.9,1.7,0.0,0.0
1.0,1.0,3.01,17.0,1.9,0.0,50.9,2.6,0.0,0.0
